item,itemLabel,count
http://www.wikidata.org/entity/Q212889,"Корчной, Виктор Львович",3
http://www.wikidata.org/entity/Q192442,Николай Михайлович Пржевальский,3
http://www.wikidata.org/entity/Q208993,Николай Константинович Рерих,3
http://www.wikidata.org/entity/Q435584,Самуил Яковлевич Маршак,3
http://www.wikidata.org/entity/Q154269,Алексей Архипович Леонов,3
http://www.wikidata.org/entity/Q399969,Аарон Аппельфельд,3
http://www.wikidata.org/entity/Q399986,"Гордон, Аарон Давид",3
http://www.wikidata.org/entity/Q218319,Зофья Налковская,3
http://www.wikidata.org/entity/Q212575,Алексей Константинович Толстой,3
http://www.wikidata.org/entity/Q358885,Максимилиан Александрович Волошин,3
http://www.wikidata.org/entity/Q236233,Александра Маринина,3
http://www.wikidata.org/entity/Q236619,Андрей Андреевич Вознесенский,3
http://www.wikidata.org/entity/Q447367,Нодар Владимирович Думбадзе,3
http://www.wikidata.org/entity/Q1975649,Никита Владимирович Богословский,3
http://www.wikidata.org/entity/Q354505,Яков Борисович Княжнин,3
http://www.wikidata.org/entity/Q156201,Роман Осипович Якобсон,3
http://www.wikidata.org/entity/Q439455,"Горбаневская, Наталья Евгеньевна",3
http://www.wikidata.org/entity/Q440996,Мариэтта Сергеевна Шагинян,3
http://www.wikidata.org/entity/Q359705,Хаим Нахман Бялик,3
http://www.wikidata.org/entity/Q360292,Кир Булычёв,3
http://www.wikidata.org/entity/Q242834,Евгения Соломоновна Гинзбург,3
http://www.wikidata.org/entity/Q245355,Зыгмунт Красинский,3
http://www.wikidata.org/entity/Q463501,Валерия Ильинична Новодворская,3
http://www.wikidata.org/entity/Q463723,Николай Фёдорович Фёдоров,3
http://www.wikidata.org/entity/Q157594,Василий Иванович Чуйков,3
http://www.wikidata.org/entity/Q2210595,Дмитрий Львович Быков,3
http://www.wikidata.org/entity/Q4203178,Ирина Вильде,3
http://www.wikidata.org/entity/Q2421158,Марко Вовчок,3
http://www.wikidata.org/entity/Q514424,Андрус Кивиряхк,3
http://www.wikidata.org/entity/Q4143897,Дмитрий Ильич Гордон,3
http://www.wikidata.org/entity/Q2364621,Валентин Саввич Пикуль,3
http://www.wikidata.org/entity/Q4153602,"Давидович, Аркадий Филиппович",3
http://www.wikidata.org/entity/Q2459921,Сергей Владимирович Михалок,3
http://www.wikidata.org/entity/Q2395053,Паруйр Севак,3
http://www.wikidata.org/entity/Q542101,Борис Борисович Гребенщиков,3
http://www.wikidata.org/entity/Q549603,"Шамир, Исраэль",3
http://www.wikidata.org/entity/Q2628029,"Тычина, Павло Григорьевич",3
http://www.wikidata.org/entity/Q4165997,Дон-Аминадо,3
http://www.wikidata.org/entity/Q2636293,Николай Николаевич Страхов,3
http://www.wikidata.org/entity/Q671985,Аркадий Аркадьевич Бабченко,3
http://www.wikidata.org/entity/Q712412,Дмитрий Сергеевич Лихачёв,3
http://www.wikidata.org/entity/Q2993395,Майю Лассила,3
http://www.wikidata.org/entity/Q3249844,Шушаник Кургинян,3
http://www.wikidata.org/entity/Q739413,Егише Чаренц,3
http://www.wikidata.org/entity/Q4289539,"Мелихан, Константин Семёнович",3
http://www.wikidata.org/entity/Q4115473,"Хармая, Сайма",3
http://www.wikidata.org/entity/Q3350458,Ольга Александровна Седакова,3
http://www.wikidata.org/entity/Q777997,Арсений Александрович Тарковский,3
http://www.wikidata.org/entity/Q921496,Сергей Владимирович Шнуров,3
http://www.wikidata.org/entity/Q973869,Мирза Шафи Вазех,3
http://www.wikidata.org/entity/Q4296046,Борис Сергеевич Миронов,3
http://www.wikidata.org/entity/Q3574447,"Есаян, Забель",3
http://www.wikidata.org/entity/Q1071694,Алла Сергеевна Демидова,3
http://www.wikidata.org/entity/Q1530559,Захар Прилепин,3
http://www.wikidata.org/entity/Q1380534,Владимир Владимирович Познер,3
